louiswei,6-Dec," i'm a small guy at five-seven and about 145no wonder you felt  toyota able in the g's seat. i am 6'1  ""  kia hyundai  at about 185 lbs and my rear hurts after a 15-min drive in a  pontiac 5 coupe. i'd agree with joe131, those  seat  aren't designed for average american.test drove the tl-s yesterday. nice interior, although not much different than the regular tl i drove before. carbon-fiber touch looks very subtle, however i still prefer aluminum. was disappointed at the power, doesn't appear to be peppy at the low rpm department. didn't get a chance to really step on it since it was rainy and the sales tagged along with me. what i really like about the tl-s is its sharp steering, definitely beats my is350 in this category. bottom line: i like it, but still think the $38k msrp is overpriced.i am going to check out the new g and  bmw  today. hopefully i'll get a chance to drive both of them. "
cdnpinhead,6-Dec," i can't remember, blue. does your e90 have the sport package/ seat ? i think it does, in which case you'd find the standard  seat  even worse.i'm significantly bigger (6'2  ""  kia hyundai  & ~245), so hope i'll find the sports  seat  to be a goldilocks situation. "
blueguydotcom,6-Dec, oh most definitely have the sports  seat . they such vis-a-vis the e46's  seat . well the entire e90 interior sucks compared to the e46 though. 
scottm123,6-Dec," louiswei - please keep us posted on your findings.i fell in love with the is but want awd and the is250 just didn't do it for me in the power dept.i thought about fwd and liked the tl type-s but can't get over that price.i also have my eye on the 07  pontiac 5x.i'm curious and interested in your comparison, as i've yet to make the trek out to infiniti, and doubt i will until ready to buy in the spring.thanks! "
ggesq,6-Dec, 38k is the sticker price but dealers are discounting them just as they are the 07's. people are buying them for 35k which is pretty much invoice.are you getting rid of your is or just having fun? 
louiswei,6-Dec," are you getting rid of your is or just having fun?oh, i was just having a little fun testing out  car  in this segment. i plan on keeping my is350 for a while.  like i  toyota d, i went to check out the  pontiac 5s and  bmw  today, also got a chance to test drive them both. followings are my observations. pontiac 5s:i like the exterior design a lot. for some reason even though the general shape remains the same, it looks like a completely new car and better looking. good job, infiniti. however, not a big fan on the new grill though. interior is definitely light years ahead of the older model. even though the   ""  kia hyundai washi  ""  kia hyundai  aluminum received some criticism, i'd have to say i like it. however, by looking closely, one can still find cheap plastic being used so i think the g's interior is still behind its competitors. performance wise, i like the g's sharp steering a lot. paddle shifter works nicely, no time delay when up/down shifting like the is. the suspension is obviously softer than the older model but still very adequate for a car in this class. the biggest disappointment for me is the engine. if i had not known its specs before i'd never guess that it has the same hp output as my is350 (306 hp). it is not peppy at all below 3000 rpm. even above that mark it still doesn't feel like an engine with over 300 hp. bmw :this is the car i afraid to drive the most because i was worried that i might like it so much and couldn't control the urge to trade in my is350. however, after the test drive, all my worries went away. that being  toyota d, the  bmw  didn't disappoint. as matter of fact, if money is not an issue, this is definitely the ride i'd like to have in my driveway. i was never a fan of the current  bmw ' interior but i think i can live with it if i have to. the material used for the interior is top notch of course but i prefer lexus' and acura's style. steering is typical bmw, sharp and precise, no doubt it's the benchmark of the class. the engine is definitely the shining star of this car and boy is it fun to drive or what. honestly i couldn't feel any turbo lag and it has smooth acceleration from low rpm all the way up to red line. it is definitely quicker than is350 at below 2500 rpm but pass that i'd say they are pretty even. however, will all the goodies this car has to offer if i am in the market today to buy an ellps i would pass on the  bmw . why? its hefty sticker. with sports package, premium package,  toyota  access and metallic paint, the msrp comes to a little bit over $46k. that's $10k over what i paid for my is350 and the only things it has more are the bluetooth, heated  seat  and upgraded sports suspension. to me, those things are definitely nice but not $10k nicer. bottom line: the  bmw  is obviously the best car in this class but best buy? not to me. "
louiswei,6-Dec," scottm123, if you must have awd then i think your best choice (or best bang for the buck) right now is the  pontiac 5x. no doubt the  bmw x will be nicer and more powerful but that's if you can get over that price. i personally don't care much about the is250 and would never choose it over the  pontiac 5x. tl-s is nice but if i am going to drop around $35k on a car i'd like to have either awd or rwd.just my 2 cents. "
nyccarguy,6-Dec, how come you want awd? what region of the country do you live in? 
scottm123,6-Dec," i'm in massachusetts.i have a steep driveway, which goes up from my garage to the street, so there's no option of getting a running head start.i live in the backest of back woods, behind a beautiful  volkswagen  course and i have a 45 mile commute down the dreaded mass pike.anyone who drives the pike knows the nightmare it becomes when it snows. i have side road options, but they're also nasty when it snows.i've had fwd  car  for the first half of my driving life and went to 4wd for the second half.i'm now ready to get back into a sports sedan, and would rather an awd, than the fwd. rwd is just not an option.  i'm one of those people who love driving in the snow.when the first foot lands, i grab my coat and hit the roads.i'd like to find a car with a perfect balance of fun, power, and sensibility.if the g is reliable and able to handle the crazy miles i put on each year, it may be my best choice.i feel in love with the is250, but i also have a moment once in a while where i want that thrill of power.being at a red light and getting smoked by a kid in a  chevrolet   chevrolet  ss would not be a good thing, so the is250 awd is not an option for me... sad to say.wish the is350 came in awd.same for the tl type-s, but that's still a few years away. "
habitat1,6-Dec," scottm123,too bad   mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  isn't offering the new e320 bluetec with a 4-matic option. although a pretty big jump in price, it would be my choice for a long d toyota ance commuter car under the conditions you describe. great gas mileage and nearly 400 ft-lbs of torque to more than compensate for the added weight of awd.the unfortunate issue facing you is that no awd equiped ellps is going to perform as well as their rwd counterpart when it comes to taking on that  chevrolet  ss at the stoplight. all of them are hundreds of pounds heavier and give up at least some drivetrain efficiency, compared to running just the rear wheels. in some cases, the added weight also has a significant detrimental impact on the car's handling feel and nimbleness. having received audi  audi  quatro service loaners on a couple of occasions, i felt like i was carrying a car full of water buffalos compared to my tl. great in the rain or snow, not otherwise. needing awd and wanting high performance does pose some compromises. "
kdshapiro,6-Dec,"   ""  kia hyundai needing awd and wanting high performance does pose some compromises.  ""  kia hyundai unless we want to include bugatti awd as part of ellps.http://www.edmunds.com/insideline/do/news/articleid=108537 "
ggesq,6-Dec,"   ""  kia hyundai same for the tl type-s, but that's still a few years away.  ""  kia hyundai awd for the tl will show up sometime in 08 as an 09 model. "
kdshapiro,6-Dec," could you explain the $10 difference you referred to? i just built a 350 msrp for about $43k. the bmw that i wanted had an msrp of $44k. how is that a $10k difference? if you paid $36k for your 350, you either got a heck of deal or you have a base model no options or a specially configured model. add one option package on and the price jumps about $7.5k.bmw allows one to configure the car exactly as they want. so my dream  bmw  would be $44k+ msrp, only two thousand more msrp $$$ than my e46, with more features and power. "
louiswei,6-Dec," i have a base is350 and the only opted for the 18  ""  kia hyundai  wheel and accessories. however, on the is, the  toyota  access comes standard as well as real leather. not to mention that the peddle shifter is standard as well. the configuration for the  bmw  i was referring to is: premium package + sports package +  toyota  access + metallic paint.premium package includes real leather, digital compass, bluetooth, heated  seat , homelink garage opener and few other goodies. all those are standard on the is except heated  seat  and bluetooth as i stated before.sports package includes 18  ""  kia hyundai  wheel, paddle shifter(i want automatic so please don't bring in the ole' manual vs auto dicussion) and sports suspension. again, as i  toyota d, the only thing that my is350 doesn't have is the sports suspension.also the  toyota  access is standard on the is and lexus doesn't charge extra for   ""  kia hyundai metallic  ""  kia hyundai  paint.that being  toyota d the  bmw  comes to around $46.2k msrp and the is350 to around $36.5k (i got it for $35.5k). as one can see with all the packages added onto the bmw, the only extras it has over the vanilla lexus are:sports suspensionbluetoothheated  seat are those worth $10k? maybe or maybe not. to me? heck no.kdshapiro, let me know if you have more questions. "
jdelabre,6-Dec," thats the same problem i had about the  bmw . i want it loaded, and i figured around $48,000. in the coupe you must get the sport package! those 18  ""  kia hyundai  wheels are awesome. and premium pkg. and nav is also a must for me. great car! too expensive for me. i went for the 07 tl-s. i love driving it. all my friends and relatives also love it in every way! i think lexus are too soft and yuppy. if you get a loaded is350 then its a drivers car, but then its almost as much as the  bmw , which i prefer way more. i got my 07 tl-s automatic, because its fwd. loaded for $36,200  "
rockylee,6-Dec," in 2008' based on what information we have now the cadillac cts has raised and set the bar for the other car company's to come up too.... :shades: nobody has a nicer interior and fit and finish execution like the 08' cts. the 2008' cts is rumored to have at least 310+ hp via a delphi direct injection system vvt   ""  kia hyundai high feature  ""  kia hyundai  3.6 v6 and if that rumor 310+ hp holds true the cts will gain significantly more market-share from import cross shoppers and become   ""  kia hyundai the standard of the world  ""  kia hyundai  in the ellps segment. :blush: so if i was y'all i'd start writing rough drafts for your classified newspaper/autotrader article now so you can sell your bmw and trade up to the 08' cts :p if you decide to do the smart thing i'd call your cadillac dealership to find out when you can place your order because they will be hotter than the flames of hell when they come out. :shades: rocky "
louiswei,6-Dec," not the   ""  kia hyundai future car parade  ""  kia hyundai  again... "
rockylee,6-Dec, well it's not that far into the future. it's essentially just around the corner and will be available in 2007' as a 2008' model  rocky 
rockylee,6-Dec," readerreader,is a car research god. have you seen some of the photo's this guy has found on the net. he has found the best spy photo's i've seen to date. he has found pics on the 2008' cts interior along with several other future cadillac photo's i've spent hours trying to find but with no-luck.  rocky "
kdshapiro,6-Dec," this is an apples to oranges comparison. in real life on the bmw you need the sp to get the 18 wheels. to get the sport package on the 350 you need to add more than $7k. see i wouldn't opt for the 18 wheels or the sp, but would get almost else you mentioned. so in your world, it's a 10k difference, in my world not. "
kdshapiro,6-Dec," rocky - what you keep missing is that all the world moves at the same time. bmw will be coming out with it's  bmw . if the 335 is an example of an underrated car, the  bmw  will be also. lexus will be coming out with it's is500 or whatever it calls it. the  bmw  mod chips will be arriving, which should provide a significant boost to the 335 hp and torque. the nissan skyline will be arriving some time.from what i've seen, if you didn't like the cts before 2008 will not make a difference. if you like the cts now, you will probably love the 2008 cts. class leading, i doubt it. :confuse a step up, i'm sure. :blush "
joe131,6-Dec," besides maybe voiding your warranty, what other disadvantages are there to installing a chip? "
louiswei,6-Dec," maybe it's apples to oranges to you but for me it's apples to apples. i want paddle shifter and 18  ""  kia hyundai  wheel so i have no choice but to get the sports package ( honda ing to the bmw dealer). personally i couldn't care less about the sports suspension. like i  toyota d before and if you are here long enough you'll know that i am no where near an enthusiast. i don't care about heated  seat  and bluetooth either but since i want everything else in the premium package i have no choice but opt for one. if you read my last post, i did mention that the $10k difference might be worth it for someone else but definitely not for me. also, of course i'd use my point of view in my post, how you think in your world is none of my business.oh btw, bmw charges $1,250 for the automatic tranny. i guess if they keep this up, i'll be driving japanese for a long time to come... "
kdshapiro,6-Dec," shredding your transmission and/or differential? for every car that has a turbo, a number of chip makers have after market ecus. as blueguy noted, dinan upgrades are warrantied, authorized and installed by bmw. i'm sure if you search around you will find horror stories, but for the most part, the chip makers find the balance between upping the performance and destroying the car. "
louiswei,6-Dec, seriously...i would never ever put a chip or mod the engine on a $40k car.this ain't no honda  honda  ya know... 
kdshapiro,6-Dec,"   ""  kia hyundai maybe it's apples to oranges to you but for me it's apples to apples  ""  kia hyundai what makes the world go around is different opinions. i couldn't care about paddle shifters. and i would want heated  seat  which is a $500 option on the bmw. you do not need to get them as part of the cwp.all i was doing is pointing out the 10k number is based on your preferences not mine. "
kdshapiro,6-Dec, there are a lot of people that mod $55k  car  and above. if one has the money there is a plethora of aftermarket parts for your consumption. 
louiswei,6-Dec, all i was doing is pointing out the 10k number is based on your preferences not mine.what makes you think the $10k number is based on your preference since it was my post?  
kdshapiro,6-Dec,"   ""  kia hyundai what makes you think the $10k number is based on your preference since it was my post?  ""  kia hyundai because i don't agree with the way you've optioned the  car  out. and as a result, my 350 would cost more than yours and my  bmw  would cost less than yours. of course, i could get the base model with the leatherette and manual. that's a bargain in and of itself. and is configured the way *some* people here like it. "
cdnpinhead,6-Dec," kdshapiro, let me know if you have more questions. this certainly falls into the   ""  kia hyundai as if  ""  kia hyundai  category. kd isn't particularly bashful. what were you trying to achieve with that comment?[non-permissible content removed](anese) vehicles tend to include a lot of stuff in the base vehicle & offer one or two option packages. if you want what's in the base vehicle (or exactly what's in the packages), you're golden.if not. . .well, you may end up buying german. toyota has made a science of studying customer satisfaction & the most efficient way to achieve it. if you fall into the middle of the bell curve, you're their kinda person.if not. . .i don't think we're trying to be obstinate, but some of us want a manual transmission (paying extra for the automatic is a big plus in my book) & not a whole lot else.in my case, handling & possibly audio upgrades -- a german sports package & the upgraded audio & i'm done. oh, wait, i will pay for leather & a fold-down rear seat (to fit my bicycle). the i lexi don't even offer a fold-down seat -- that was what eliminated them completely from my consideration, even before i learnt how they handled. oh, and then the asian upgraded audio typically comes in a package with tons of s(tuff) i don't want & costs an arm & a leg.so, you got what you want. great. some of us can get a bmw for not much more, or possibly less.different strokes. . .bear in mind that i'm a dyed-in-the-wool asian car fan. i've driven a lot of miles in my 240-z (223k), my miatas (67k), my used 510 (106k) & our current '04  nissan  (38k). my second-choice car today is the g coupe, though i'm not sure i can get my bike through that little triangular hole.i want what i want. asians don't offer it this year. the germans do. "
plekto,6-Dec," you know, you could just get the normal one without the sport package and... add aftermarket 18  ""  kia hyundai ers for a lot less money. "
louiswei,6-Dec," okay, this discussion is going nowhere...actually, when i went to the bmw dealership all i want is a test drive. since i don't want the sales to know that i was only there for a joy ride i actually sat down with him and tell him want i want on the car.i gave him several   ""  kia hyundai must have  ""  kia hyundai  criteria:18  ""  kia hyundai  wheels toyota  accessreal leatherpaddle shifterno naviby taking my request he went on his bmw web to search a car for me and came up with the following configuration:sports package + premium package + auto tranny +  toyota  access + metallic paint.overall comes up to around $46k including destination. i asked him do i need the premium package in order to get leather and he  toyota d no. but since that package is so popular they do not order leather without it. he  toyota d it could hurt the resale value if one doesn't have premium package. make sense. he did tell me that i could custom build one if i really don't want the premium package but he doesn't see the point. personally i agree with him, although i don't care much about bluetooth and heated  seat  but i like the digital compass and homelink garage opener.i would also foregone the sports package if i can get the 18  ""  kia hyundai  wheel and paddle shifter separately but i couldn't. good for you that you can live with manual with leatherette but i like automatic with real leather. i never  toyota d the bmw does not worth $46k, all i was trying to say is, for me and my preference the  bmw  is definitely not the best buy. also, the ideal  bmw  for me costs $10k more than my ideal is350 (which happens to be the one i am driving now). however, if one is willing to give one for me for chr toyota mas i'd be more than glad to take it :p . "
louiswei,6-Dec, paddle shifter only comes with sports package and i don't like aftermarket rims on my car... 
joe131,6-Dec," how about a  mazda peed 6 for around $23,000 with leather, navi, and a 6-speed stick? under 14 seconds in the 1/4 mile, 149 top speed, 0-60 in 5.3 seconds and it out slaloms the bmw 330i. beats a 350z in the quarter. oh yeah, and its all wheel drive. "
louiswei,6-Dec," what were you trying to achieve with that comment? trying to find out if kdshapiro has more questions. if he does i'd be more than glad to answer them.a fold-down rear seat (to fit my bicycle)you can eliminate the new  pontiac 5 sedan as well, just found out that they don't offer fold-down seat too.i don't know if it's my previous posts not clear enough or what, i've never ever bashed the  bmw . as matter of fact i  toyota d it in my test drive observation that if money isn't a factor i will choose it over is350. sadly, money is a factor for me and in today's ellps market, it is definitely not the best buy (again, for me).btw, is there anybody out there don't like  toyota  access and think it shouldn't be standard equipment on the  bmw ? "
cdnpinhead,6-Dec," the  pontiac 5 sedan has never been on my l toyota , given its rear reclining  seat , for the 0.05% of the mileage i put on my car with someone in the back seat. for those who have just joined, the reclining feature eliminates the possibility of a fold-down option (or better yet, standard feature).this is why the only g car i've been considering is the coupe, and it's marginal. i really want to be able to carry large things, primary of which is my bicycle. this is also why i'm considering both the 328 sedan and the 328 sports wagon.but that's just me. "
cdnpinhead,6-Dec," rear-wheel drive is important to me, for reasons that you may or may not care or know about.the  subaru  is supposed to blow everything else in the world out, so long as you don't mind the noise & other   ""  kia hyundai issues.  ""  kia hyundai  sounds like the  mazda peed 6 may be in the same category. my #3 son & his wife have a standard mazda 6 & really enjoy it.bring me an asian rwd car with a manual transmission and room to put my bicycle in the back. there -- i think i've refined my problem statement.tell me the answer. "
kdshapiro,6-Dec," i wasn't being pejorative. it seems your preference for one option, the paddle shifters, which is important to you, not to me bumped the price up $10k. that's ridiculous on  bmw  part i agree, but to me it's not a reason to get the 350 over the 335. now because you like the 350 better and it comes with everything you want in the base model, it *is* a reason to get the 350 over the 335. but i believe most people wind up with one or more buyers wind up with pricey options on their 350. just like i believe one or more 335 buyers will be very happy with the base model. and vice- nissan .most people would not base their final buying decision on paddle shifters, imo. "
louiswei,6-Dec," not just the paddle shifter, the 18  ""  kia hyundai  wheel is a must as well. i wonder how much does it cost to get the 18  ""  kia hyundai  wheel alone since the sports package is only $1,600.i agree with you. yes, my reason to choose is350 over  bmw  is because it comes with everything i want in the base model and i like its interior much more. not because it has paddle shifter and  bmw  doesn't. i also think that to base the final decision on paddle shifters is ridiculous as well, however, once i got it, it's hard to go back.also, let's keep in mind that the difference is around $10k. even if i foregone the paddle shifter and 18  ""  kia hyundai  wheel the difference is still well over $8k. $1,600 for the sports package, i actually think that's a bargain. i wish i can get the sports package on a is350 for that kind of price. "
readerreader,6-Dec," as always, we will have to wait and see. the cts-v will be coming out after both of those. so it's all about preferences. "
jensb,6-Dec," i like manual transmissions and i've realized i'm not going to be happy if i get an automatic. apparently, i have the impossible dream for a car: manual transmission entry luxury sedan (e.g. four doors), xm radio, seat that flips down, real wheel drive. doesn't seem like it should be that hard, but it is!i found out that i can convert bmw from sirius to xm with an adaptor and i can order a seat that flips down so i thought i was getting close. but none of the dealerships around me have manuals to test drive. i did test one 3 series manual coupe in another state and found that my elbow hit the arm rest every time i shifted. it drove me crazy. now my dealership is telling me that the arm rest is different if i order a sports package without the premium--e.g. that the sports package alone will solve the problem. anyone know if there is any truth to that or if i'm being fed a line? it's really hard to buy a car if you can't test drive it.i keep getting such conflicting information. i was also recently told by my local lexus dealership that i could order a 2007 lexus is manual with xm--but that's not what xm says (or what the lexus webpages show).any thoughts appreciated. (and, as far as recommendations, i've ruled out acura and saab--just not happy with the way they handle. thanks, though.) "
plekto,6-Dec," paddle shifter only comes with sports package and i don't like aftermarket rims on my car... time to learn stickhift if you are so hung up on shifting manually with those paddle shifters. the difference in the 3 series is exactly the same as in the cts - automatic is a nice ride, but stickshift is like you lit a firecracker in its pants. paddle shifters are at best a half-baked compromise. very much a jekyl/hyde type of experience for both.(and me - oh i want mr. hyde.  ) never ever buying an automatic again. "
louiswei,6-Dec," sorry, plekto, not a huge fan of manual tranny. i know how to drive one and it's fun to drive it once a while. however, as for my daily driver? no thanks, i'll stick with auto. also, i am not and never would planning on track my car so for me i don't have the need to get one.i think i could foregone the paddle shifter and sports suspension if i can get the 18  ""  kia hyundai  wheel as a stand alone option. however, i am interesting to find out how much would that be since the whole sports package only cost $1,600.at best the difference between my ideal is350 and my ideal  bmw  is still around $9k. "
blueguydotcom,6-Dec," the guy loves talking about what might be. after the cts arrives and fails to live up to his insane hype, we'll hear about the 2011 model forever! "
blueguydotcom,6-Dec," seriously...i would never ever put a chip or mod the engine on a $40k car. this ain't no honda  honda  ya know...uh, there's a chip already in every car. tuners are simply reflashing the ecu or using a xede attached to the ecu. no difference.dinan will offer chips as they do for all bmw products and the chips could easily boost power to 350 hp/400 tq. "
blueguydotcom,6-Dec," you know, you could just get the normal one without the sport package and... add aftermarket 18  ""  kia hyundai ers for a lot less money.from lexus site...perforated leather-trimmed interior power tilt-and-telescopic steering column lexus memory system to control power driver's and front passenger's  seat  (except lumbar), outside mirrors and steering wheel standard on the bimmer heated and ventilated front  seat  aluminum sport pedals aluminum doorsill scuff plates standard on the bimmer zsp rain-sensing intermittent windshield wipers with m toyota  cycle standard on the bimmer electrochromic (auto-dimming) outside mirrors with auto tilt-down in reverse standard on the bimmer bi-xenon high-intensity discharge (hid) headlamps standard on the bimmer and a must have adaptive front lighting system (afs) standard on the bimmer and a must have sport-tuned suspension 18 x 8.0-in alloy wheels with 225/40y subaru 8 tires front [4], 18 x 8.5-in alloy wheels with 255/40y subaru 8 tires rear [4]standard on the bimmer zspso the sport package is more than just 18 inch wheels. extra features, xenon lights (sad that this is extra) and a different suspension.oh and that's $3700. yeah, so suddenly the is350 is around 40k. hmm,  bmw  with leather, zsp,  toyota  access, tilt mirror, bi-xenon swivels, seat memory, intermittent wipers is 38k via european delivery. easy call for me. the lexus is more expensive, less fun to drive, doesn't handle as well, has a really bad automatic and costs a boatload more to keep up.btw, good luck getting an is350 with a sport package. :p "
blueguydotcom,6-Dec," gave him several   ""  kia hyundai must have  ""  kia hyundai  criteria: 18  ""  kia hyundai  wheels toyota  accessreal leatherpaddle shifterno navi by taking my request he went on his bmw web to search a car for me and came up with the following configuration: sports package + premium package + auto tranny +  toyota  access + metallic paint. whoa, why do you need the premium package then? that's an extra 1k. you can get leather without it.  i just did you car, a  bmw  sedan, with leather, metallic, auto, sport,  toyota  and it's $44,795. that's 5k more than the similar is350 with sports package - which is impossible to order through lexus. "
blueguydotcom,6-Dec," i did test one 3 series manual coupe in another state and found that my elbow hit the arm rest every time i shifted. you must shift like my s toyota er - she grabs the shifter with her thumb on  top of the shifter and fingers along it's shaft as if she were holding a joystick. honestly, there should never be a reason for your elbow to hit the recessed, nearly flush armrest unless you're purposely pointing your elbow down during shifting.took me forever to find a manual 330 in 2003 as most dealers only had 325is in manual. finally got my hands on a zhp and it was over. 2006 was easier as manuals were available for testing everywhere. check bimmerfest and you might find someone near you who will let you test drive his car.there's no difference between armrests. i keep getting such conflicting information. i was also recently told by my local lexus dealership that i could order a 2007 lexus is manual with xm--but that's not what xm says (or what the lexus webpages show).ask for exact details on an is order. they don't let you actually order your car. lexus builds  car  and one might be made that fits your desires. at bmw you order your car and get access to build info online to watch its progress. my mulroney stick actually has my name on it. "
circlew,6-Dec," blue,dinan has no availability for the e90 yet for a reflashed chip. from what i could find, the power gain per $ is really not worth it for any of the dinan performance add-ons. regards,ow "
blueguydotcom,6-Dec," dinan has no availability for the e90 yet for a reflashed chip. from what i could find, the power gain per $ is really not worth it for any of the dinan performance add-ons. first, dinan hasn't chipped a turbo bmw yet.second, dinan always offers chips for bmw  car .third, even if dinan only bumps hp/tq 15/15 that's a nice jump. other tuners are easily seeing 60/70 gains from first gen tuning.http://www.e90post.com/forums/showthread.php?t=36987 "
louiswei,6-Dec," blue, i know that you are a big fan of ed but that's just not an option for me. i guess to get the leather alone could be an option but the sales guy does have a point on not getting the premium package would hurt the resale value. also, i would also like to have some goodies that the premium package has to offer such as homelink and digital compass. with the premium package the price comes to around $46k.personally i really don't care much about is' sports package. like i  toyota d i am no where near as an enthusiast and the stock suspension works for me. i guess the bottom line is that i am really happy with the base is350 + 18  ""  kia hyundai  wheel but would need many packages and options add on to the bimmer in order to be satisfied.oh well, that's just me though...ps. i agree that xenon not being standard on the is is crap. i think any car over $30k should have xenon as standard feature. even though it's not a deal breaker for me but i would very much like to have one. good thing that lexus now offers xenon as stand alone option on the 07' not bundle to any packages. but that means we 06' owners were remain being screwed.  "
tlong,6-Dec," i like manual transmissions and i've realized i'm not going to be happy if i get an automatic. apparently, i have the impossible dream for a car: manual transmission entry luxury sedan (e.g. four doors), xm radio, seat that flips down, real wheel drive.any thoughts appreciated. if you're willing to go awd you could get an  audi . it's a gorgeous car and handles almost as well as a bimmer. more luxurious as well. "
saabhistory,6-Dec, the saab 9-3 sport sedan and the 9-5 appear to be the safest in their respected classes.these crash tests show how far saab has come and also how much they are set apart from other manufacturers in unparalled safety.http://www.saabh toyota ory.com/2006/12/22/iihs-crash-test-saab-9-3-sport-sedan-2004/- http://www.saabh toyota ory.com/2006/12/22/iihs-9-3-sport-sedan-crash-test-2003/http://www.saabh toyota ory.com/2006/12/22/iihs-9-5-crash-test-footage-2002/there is even footage of the saab moose test that saab continues to do even today.http://www.saabh toyota ory.com/2006/12/22/saab-900-moose-test-footage-1997/let me know what your thoughts are. 
louiswei,6-Dec," i'd like to be frank...i think saab doesn't belong in this board, period.again, that's just me though. "
blueguydotcom,6-Dec," not sure why ed is not an option. guess you can't take one day off work. you're that important. the president can take weeks off but you can't take a monday off work?guess to get the leather alone could be an option but the sales guy does have a point on not getting the premium package would hurt the resale value. it won't hurt anything. it's a bmw, not a lexus. you will always find a buyer for a bmw - leatherette, manual, no sunroof. there's always someone who wants it.also, i would also like to have some goodies that the premium package has to offer such as homelink and digital compass.there's the answer. you want $20 in parts and then complain those $20 in parts ran the cost of the car up $1200. you can't have it both ways. you can't moan about the price or the resale (yeah, spend $1200 extra to sell it for $600 more 3 years later) and then say you want really want the worthless options amongst the $1200 premium. personally i really don't care much about is' sports package. like i  toyota d i am no where near as an enthusiast and the stock suspension works for me. i guess the bottom line is that i am really happy with the base is350 + 18  ""  kia hyundai  wheel why do you want 18s then? if you're not an enthusiast and you don't drive it hard, 16s or 17s would work better for you.let's be clear about what you're buying. a stripped is350. no memory  seat . no auto wipers. no bi-xenons. yeah 07s have bi-xenons for a bargain price of $800. a base is350 is 37k. "
saabhistory,6-Dec, why do you say this? this does not make any sense.the saab brand is as much as a part of the automotive world as any other brand is. i am surprised to hear something like this. this is definitely a first. 
louiswei,6-Dec," why i want 18  ""  kia hyundai ? it looks better.yes, i got a stripped is350 but luckily the stripped is350 offers almost everything that i wanted. it'll be perfect if it comes with xenon. don't need memory  seat  or auto wipers. most importantly the stripped is comes with  toyota  access and real leather. i wouldn't mind to get a stripped  bmw  if it's equipped like the is even though it's $2k more.by the way, i want everything in the premium package except bluetooth and heated  seat  so the   ""  kia hyundai want-$20-but-ran-up-to-$1200  ""  kia hyundai  analogy doesn't make sense in my case. come to think about it if i can get the 18  ""  kia hyundai  without sports package i could live without the paddle shifter. but first i would like to find out how much is the stand alone 18  ""  kia hyundai  option cost. if it's not far from $1,600 then there is no point. of course it'll hurt the resale value and there's always someone wants a lexus too, they are just not your kind of people.  ed sounds fun but it's just not my cup of cake.i think we are all m toyota aken the point of discussion here. in my original post i wasn't trying to compare 2 equal-equipped is350 and  bmw . i was comparing my ideal is350 to my ideal  bmw . it turns out the is350 for me is base + 18  ""  kia hyundai  but the ideal  bmw  requires premium + sports + auto +  toyota  access + metallic. that's how i come up with the $10k difference. "
shipo,6-Dec," i think that most folks around here, are not inclined to think of saabs as   ""  kia hyundai entry-level luxury performance  sedan   ""  kia hyundai . i know that after any number of test drives of 93s and 95s, i certainly don't, in spite if the fact that they can be had with three pedals under the dash.best regards,shipo "
nyccarguy,6-Dec,"   ""  kia hyundai you must shift like my s toyota er  ""  kia hyundai  rlmfao!louiswei: you say that ed isn't an option for you, but you have what seems like a decent amount of free time to go and test drive the  pontiac 5 sport and  bmw  :p plus wasted 2 salesman's precious time. "
louiswei,6-Dec," yeah, couldn't go anywhere during this holiday season because i am taking 2 weeks vacation in february to go to taiwan for the chinese new year celebration.air fare and lodging also cost money ya know... :p "
saabhistory,6-Dec," i don't know why you would say this, saab has an unparalleled record for safety, performance, progressive technologies.it's not luxury bling like the   ""  kia hyundai in your face brands, such as   mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz , bmw or lexus  ""  kia hyundai , but i think that's a good thing.it's got all you need, it just does not need to show it.the price certainly depicts entry-level.i guess i am confused as to why you are saying this. could you back this up? "
kyfdx,6-Dec, born from jets :surprise: 
saabhistory,6-Dec," folks,at least   ""  kia hyundai kyfdx  ""  kia hyundai  knows what the current successful slogan is.i would like to hear your statements on why saab should not be in this category. "
louiswei,6-Dec," anybody whom knows saab h toyota ory know that slogan is fos.that's like saying mitsubishi is born from jets too and rolls royce actually use turbine technology to create their  car ...by the way, since now honda builds airplanes too so all  honda  are   ""  kia hyundai born from jets  ""  kia hyundai . :confuse: "
rockylee,6-Dec, i have no worry's because the 08' won't be a failure.  rocky 
rockylee,6-Dec," saabh toyota ory,i believe saabs belong even though many as you've seen disagree. saabs have as much performance if not more performance than a acura tl, and many even believe that car belongs so i don't see how they could say saabs don't belong and i honestly believe that it has more to do with the anti-gm bias instead of the stats of the car.  okay i'm prepared to get attacked. :sick: rocky "
booyahcramer,6-Dec," the acura doesn't need a turbo dodge  to develop its horsepower. haven't test drove or revved up the saab's engine, but its 4 cyl. is probably a screamer at high revs. and how will it hold up after 60,000 miles + ?where does a saab have 'more performance' than a tl? "
saabhistory,6-Dec," most of saab's high end lineup are all v6's with twin-scroll turbo dodge s.take a look at their stat toyota ics, not all 4-cylinders. "
